1231,0.59,0.53,0.43,0.44,0.50,0.00,0.50,0.22,10
960,0.57,0.53,0.53,0.34,0.50,0.00,0.53,0.22,10
1382,0.86,0.68,0.39,0.24,0.50,0.00,0.54,0.22,8
1203,0.86,0.74,0.51,0.40,0.50,0.00,0.55,0.22,8
918,0.79,0.57,0.41,0.28,0.50,0.00,0.59,0.22,8
888,0.41,0.54,0.39,0.20,0.50,0.00,0.51,0.22,7
280,0.37,0.36,0.56,0.18,0.50,0.00,0.48,0.26,4
1294,0.53,0.31,0.58,0.39,0.50,0.00,0.47,0.37,5
1132,0.74,0.75,0.58,0.47,0.50,0.00,0.40,0.35,8
743,0.49,0.39,0.52,0.29,0.50,0.00,0.48,0.22,1
920,0.74,0.57,0.51,0.28,0.50,0.00,0.58,0.22,4
296,0.42,0.24,0.34,0.16,0.50,0.00,0.50,0.22,7
1113,0.48,0.39,0.51,0.21,0.50,0.00,0.52,0.28,3
787,0.41,0.53,0.45,0.14,0.50,0.00,0.52,0.66,7
620,0.45,0.46,0.55,0.43,0.50,0.00,0.55,0.38,5
1274,0.56,0.48,0.58,0.27,0.50,0.00,0.51,0.22,3
1227,0.64,0.59,0.56,0.23,0.50,0.00,0.46,0.22,3
977,0.64,0.56,0.56,0.22,0.50,0.00,0.45,0.22,3
363,0.66,0.62,0.49,0.10,0.50,0.00,0.49,0.22,3
31,0.53,0.44,0.51,0.33,0.50,0.00,0.55,0.22,3
291,0.38,0.49,0.53,0.19,0.50,0.00,0.50,0.22,3
401,0.45,0.58,0.48,0.67,0.50,0.00,0.52,0.22,10
1424,0.43,0.35,0.52,0.52,0.50,0.00,0.54,0.22,10
1150,0.37,0.32,0.47,0.18,0.50,0.00,0.45,0.25,5
1310,0.48,0.43,0.51,0.32,0.50,0.00,0.52,0.43,5
252,0.41,0.46,0.59,0.19,0.50,0.00,0.58,0.27,5
504,0.54,0.48,0.44,0.08,0.50,0.00,0.52,0.27,3
66,0.60,0.47,0.45,0.22,0.50,0.00,0.51,0.29,3
275,0.34,0.46,0.57,0.09,0.50,0.00,0.55,0.22,3
1399,0.48,0.54,0.55,0.12,0.50,0.00,0.51,0.22,3
825,0.47,0.39,0.59,0.15,0.50,0.00,0.57,0.22,3
707,0.81,0.85,0.47,0.37,0.50,0.00,0.56,0.22,1
321,0.48,0.42,0.52,0.24,0.50,0.00,0.56,0.22,3
1438,0.58,0.51,0.49,0.27,0.50,0.00,0.57,0.29,3
549,0.60,0.50,0.44,0.61,0.50,0.00,0.47,0.22,10
996,0.45,0.55,0.54,0.66,0.50,0.00,0.47,0.22,10
1244,0.46,0.49,0.58,0.23,0.50,0.00,0.44,0.22,10
503,0.49,0.42,0.56,0.55,0.50,0.00,0.42,0.25,10
956,0.63,0.53,0.54,0.40,0.50,0.00,0.50,0.22,10
442,0.50,0.54,0.53,0.54,0.50,0.00,0.51,0.27,10
704,0.63,0.57,0.59,0.40,0.50,0.00,0.38,0.22,10
1061,0.43,0.57,0.51,0.49,0.50,0.00,0.48,0.22,10
399,0.48,0.45,0.55,0.50,0.50,0.00,0.53,0.22,10
52,0.50,0.58,0.46,0.46,0.50,0.00,0.46,0.22,10
1122,0.51,0.54,0.60,0.57,0.50,0.00,0.58,0.22,10
1,0.54,0.52,0.63,0.37,0.50,0.00,0.46,0.22,10
1006,0.67,0.62,0.40,0.43,0.50,0.83,0.50,0.22,10
25,0.28,0.58,0.21,0.13,0.50,0.00,0.51,0.22,7
3,0.39,0.44,0.35,0.16,0.50,0.00,0.55,0.22,7
314,0.80,0.63,0.45,0.29,0.50,0.00,0.51,0.22,1
788,0.50,0.52,0.59,0.30,0.50,0.00,0.51,0.35,5
1444,0.42,0.47,0.52,0.41,0.50,0.00,0.53,0.32,3
1373,0.36,0.46,0.62,0.46,0.50,0.00,0.51,0.33,3
532,0.46,0.38,0.47,0.22,0.50,0.00,0.52,0.27,10
626,0.40,0.45,0.56,0.20,0.50,0.00,0.45,0.22,3
670,0.33,0.43,0.64,0.16,0.50,0.00,0.52,0.52,5
911,0.49,0.61,0.49,0.25,0.50,0.00,0.50,0.28,3
1014,0.38,0.50,0.37,0.26,0.50,0.00,0.43,0.22,7
968,0.69,0.70,0.52,0.36,0.50,0.00,0.46,0.22,1
346,0.61,0.72,0.39,0.33,0.50,0.00,0.58,0.22,10
174,0.78,0.75,0.40,0.28,0.50,0.00,0.53,0.22,10
935,0.64,0.57,0.57,0.27,0.50,0.00,0.37,0.22,3
593,0.36,0.58,0.35,0.24,0.50,0.00,0.44,0.22,7
585,0.36,0.43,0.39,0.12,0.50,0.00,0.49,0.22,7
1270,0.47,0.52,0.50,0.40,0.50,0.00,0.41,0.22,3
951,0.48,0.23,0.57,0.27,0.50,0.00,0.48,0.47,5
1275,0.47,0.39,0.55,0.24,0.50,0.00,0.47,0.22,3
582,0.44,0.59,0.36,0.16,0.50,0.00,0.52,0.22,7
1247,0.42,0.35,0.54,0.18,0.50,0.00,0.56,0.22,3
1190,0.30,0.56,0.55,0.18,0.50,0.00,0.50,0.22,3
866,0.65,0.65,0.52,0.16,0.50,0.00,0.60,0.22,3
1427,0.27,0.60,0.48,0.23,0.50,0.00,0.55,0.22,3
61,0.45,0.41,0.50,0.46,0.50,0.50,0.50,0.27,2
687,0.44,0.52,0.41,0.23,0.50,0.00,0.51,0.22,5
859,0.30,0.32,0.57,0.19,0.50,0.00,0.48,0.55,5
391,0.40,0.44,0.49,0.47,0.50,0.00,0.49,0.27,5
556,0.45,0.51,0.50,0.16,0.50,0.00,0.52,1.00,5
1265,0.45,0.45,0.50,0.60,0.50,0.00,0.49,0.22,10
607,0.59,0.67,0.56,0.41,0.50,0.00,0.47,0.22,10
362,0.47,0.47,0.57,0.48,0.50,0.00,0.48,0.22,10
226,0.35,0.52,0.48,0.22,0.50,0.00,0.26,0.22,10
1090,0.47,0.41,0.66,0.26,0.50,0.00,0.53,0.22,10
1182,0.64,0.62,0.29,0.28,0.50,0.00,0.51,0.22,10
829,0.55,0.53,0.55,0.46,0.50,0.00,0.52,0.22,10
637,0.67,0.62,0.54,0.43,0.50,0.00,0.53,0.22,10
384,0.59,0.60,0.49,0.43,0.50,0.00,0.53,0.31,10
21,0.54,0.55,0.34,0.31,0.50,0.00,0.54,0.22,7
1311,0.58,0.62,0.54,0.17,0.50,0.00,0.48,0.22,10
619,0.40,0.38,0.53,0.16,0.50,0.00,0.52,0.27,5
155,0.46,0.71,0.48,0.53,0.50,0.00,0.53,0.22,10
646,0.53,0.51,0.55,0.05,0.50,0.00,0.45,0.25,5
810,0.41,0.40,0.59,0.47,0.50,0.00,0.48,0.43,3
1304,0.50,0.64,0.57,0.15,0.50,0.00,0.47,0.22,3
691,0.40,0.62,0.52,0.31,0.50,0.00,0.49,0.31,3
59,0.60,0.50,0.57,0.25,0.50,0.00,0.41,0.26,3
1302,0.62,0.51,0.52,0.42,0.50,0.00,0.54,0.27,5
53,0.35,0.58,0.54,0.16,0.50,0.00,0.51,0.22,5
638,0.34,0.54,0.50,0.21,0.50,0.00,0.54,0.31,3
887,0.39,0.58,0.50,0.26,0.50,0.00,0.54,0.59,7
1295,0.48,0.54,0.50,0.17,0.50,0.00,0.53,0.22,5
1216,0.29,0.32,0.58,0.15,0.50,0.00,0.50,0.30,3
320,0.47,0.32,0.64,0.30,0.50,0.00,0.63,0.22,5
801,0.39,0.47,0.56,0.16,0.50,0.00,0.47,0.22,3
870,0.58,0.48,0.51,0.47,0.50,0.00,0.55,0.22,5
298,0.64,0.60,0.57,0.19,0.50,0.00,0.43,0.22,5
1398,0.37,0.46,0.40,0.27,0.50,0.00,0.45,0.22,5
1032,0.43,0.57,0.53,0.16,0.50,0.00,0.54,0.22,3
1341,0.28,0.37,0.61,0.09,0.50,0.00,0.52,0.55,5
818,0.59,0.48,0.50,0.14,0.50,0.00,0.45,0.25,3
658,0.39,0.55,0.48,0.31,0.50,0.00,0.54,0.29,3
1072,0.26,0.36,0.47,0.34,0.50,0.00,0.53,0.72,5
481,0.51,0.34,0.50,0.19,0.50,0.00,0.50,0.22,5
361,0.58,0.50,0.50,0.12,0.50,0.00,0.48,0.25,5
851,0.44,0.39,0.53,0.14,0.50,0.00,0.54,0.44,3
1428,0.41,0.39,0.44,0.34,0.50,0.00,0.48,0.40,5
1414,0.45,0.43,0.51,0.24,0.50,0.00,0.54,0.33,3
1087,0.36,0.68,0.46,0.16,0.50,0.00,0.53,0.28,5
1080,0.42,0.31,0.50,0.15,0.50,0.00,0.53,0.22,5
940,0.42,0.43,0.56,0.10,0.50,0.00,0.49,0.22,3
118,0.67,0.71,0.52,0.65,0.50,0.00,0.53,0.36,5
625,0.49,0.47,0.53,0.16,0.50,0.00,0.48,0.27,5
263,0.71,0.59,0.48,0.43,0.50,0.00,0.59,0.22,10
337,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,3
337,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,3
1146,0.54,0.49,0.49,0.20,0.50,0.00,0.52,0.22,3
730,0.42,0.51,0.50,0.12,0.50,0.00,0.52,0.46,5
514,0.57,0.51,0.53,0.18,0.50,0.00,0.56,0.25,5
652,0.35,0.45,0.43,0.11,0.50,0.00,0.56,0.22,7
490,0.42,0.42,0.42,0.20,0.50,0.00,0.49,0.22,7
96,0.26,0.50,0.33,0.28,0.50,0.00,0.51,0.22,7
878,0.39,0.42,0.38,0.40,0.50,0.00,0.49,0.47,7
130,0.26,0.44,0.30,0.11,0.50,0.00,0.51,0.47,7
18,0.31,0.44,0.53,0.23,0.50,0.00,0.51,0.32,5
633,0.48,0.61,0.44,0.20,0.50,0.00,0.47,0.22,3
84,0.66,0.45,0.50,0.23,0.50,0.00,0.49,0.22,3
200,0.21,0.41,0.55,0.11,0.50,0.00,0.50,0.27,3
1033,0.38,0.68,0.44,0.45,0.50,0.00,0.53,0.22,10
1102,0.44,0.38,0.48,0.32,0.50,0.83,0.53,0.22,2
618,0.31,0.31,0.56,0.33,0.50,0.00,0.52,0.33,5
579,0.49,0.31,0.49,0.35,0.50,0.00,0.51,0.29,5
904,0.38,0.37,0.56,0.21,0.50,0.00,0.49,0.22,5
882,0.39,0.40,0.53,0.67,0.50,0.00,0.47,0.22,3
784,0.24,0.34,0.69,0.18,0.50,0.00,0.52,0.22,3
1441,0.49,0.43,0.51,0.13,0.50,0.00,0.47,0.22,3
609,0.54,0.38,0.52,0.18,0.50,0.00,0.48,0.22,3
445,0.43,0.57,0.53,0.53,0.50,0.00,0.53,0.25,3
374,0.48,0.64,0.61,0.23,0.50,0.00,0.60,0.22,3
1445,0.31,0.55,0.52,0.17,0.50,0.00,0.52,0.22,3
1117,0.32,0.57,0.50,0.15,0.50,0.00,0.53,0.22,3
954,0.32,0.42,0.52,0.24,0.50,0.00,0.60,0.22,3
1214,0.59,0.50,0.52,0.28,0.50,0.00,0.55,0.25,3
259,0.37,0.42,0.51,0.11,0.50,0.00,0.57,0.22,3
23,0.75,0.70,0.38,0.27,0.50,0.00,0.49,0.22,6
47,0.61,0.72,0.31,0.33,0.50,0.00,0.56,0.22,10
701,0.44,0.42,0.60,0.21,0.50,0.00,0.57,0.22,3
703,0.52,0.51,0.51,0.54,0.50,0.00,0.55,0.27,10
1099,0.63,0.56,0.45,0.58,0.50,0.00,0.51,0.22,10
689,0.52,0.56,0.54,0.53,0.50,0.00,0.45,0.22,10
1299,0.58,0.58,0.58,0.49,0.50,0.00,0.49,0.26,10
1075,0.72,0.62,0.34,0.29,0.50,0.00,0.56,0.28,10
737,0.72,0.61,0.37,0.30,0.50,0.00,0.57,0.22,10
176,0.46,0.43,0.38,0.33,0.50,0.00,0.48,0.28,10
833,0.57,0.57,0.44,0.37,0.50,0.00,0.52,0.25,10
1208,0.42,0.31,0.62,0.12,0.50,0.00,0.40,0.22,10
1170,0.49,0.46,0.45,0.45,0.50,0.00,0.52,0.22,10
403,0.42,0.58,0.41,0.65,0.50,0.00,0.46,0.26,10
422,0.59,0.61,0.34,0.22,0.50,0.00,0.51,0.22,10
1372,0.52,0.77,0.38,0.34,0.50,0.00,0.51,0.22,10
1228,0.50,0.52,0.60,0.51,0.50,0.00,0.48,0.22,10
1343,0.49,0.60,0.43,0.56,0.50,0.00,0.36,0.22,10
974,0.50,0.41,0.44,0.50,0.50,0.00,0.42,0.22,10
152,0.50,0.40,0.56,0.70,0.50,0.00,0.50,0.22,10
824,0.37,0.58,0.44,0.51,0.50,0.00,0.44,0.22,10
597,0.55,0.45,0.45,0.54,0.50,0.00,0.50,0.22,10
249,0.67,0.68,0.46,0.29,0.50,0.00,0.46,0.22,10
677,0.53,0.51,0.46,0.28,0.50,0.00,0.48,0.22,3
310,0.35,0.66,0.49,0.21,0.50,0.00,0.54,0.25,3
741,0.52,0.40,0.60,0.12,0.50,0.00,0.55,0.22,3
430,0.77,0.79,0.58,0.23,0.50,0.00,0.48,0.22,1
265,0.47,0.46,0.59,0.49,0.50,0.00,0.56,0.22,10
1086,0.73,0.83,0.43,0.30,0.50,0.00,0.55,0.22,6
63,0.78,0.74,0.58,0.25,1.00,0.00,0.53,0.22,9
260,0.70,0.65,0.54,0.28,0.50,0.00,0.60,0.40,4
1120,0.47,0.54,0.37,0.14,0.50,0.00,0.50,0.22,7
632,0.56,0.52,0.48,0.17,0.50,0.00,0.46,0.22,5
740,0.57,0.41,0.59,0.24,0.50,0.00,0.40,0.22,3
351,0.56,0.41,0.58,0.21,0.50,0.00,0.42,0.22,3
473,0.58,0.56,0.45,0.12,0.50,0.00,0.51,0.22,5
814,0.53,0.38,0.66,0.25,0.50,0.00,0.43,0.22,5
373,0.34,0.36,0.54,0.11,0.50,0.00,0.36,0.21,5
780,0.69,0.61,0.38,0.27,0.50,0.00,0.52,0.22,8
761,0.37,0.53,0.60,0.19,0.50,0.50,0.42,0.22,2
89,0.41,0.45,0.53,0.17,0.50,0.00,0.51,0.25,5
1283,0.31,0.46,0.54,0.52,0.50,0.00,0.50,0.34,5
1381,0.36,0.37,0.33,0.14,0.50,0.00,0.57,0.31,7
728,0.82,0.78,0.49,0.23,0.50,0.00,0.46,0.22,1
1371,0.82,0.75,0.54,0.23,0.50,0.00,0.46,0.22,1
538,0.41,0.51,0.58,0.15,0.50,0.00,0.45,0.27,3
1144,0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,3
1144,0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,3
98,0.53,0.44,0.51,0.33,0.50,0.00,0.52,0.22,10
1218,0.46,0.54,0.71,0.15,0.50,0.00,0.59,0.22,10
398,0.40,0.56,0.48,0.14,0.50,0.00,0.47,0.22,10
1259,0.53,0.53,0.60,0.13,0.50,0.00,0.49,0.22,10
991,0.42,0.57,0.72,0.22,0.50,0.00,0.57,0.22,10
497,0.45,0.27,0.57,0.36,0.50,0.00,0.52,0.18,3
533,0.20,0.26,0.52,0.14,0.50,0.00,0.53,0.44,3
599,0.51,0.53,0.55,0.14,0.50,0.00,0.51,0.22,3
142,0.44,0.68,0.45,0.51,0.50,0.00,0.52,0.41,10
544,0.27,0.39,0.66,0.11,0.50,0.00,0.44,0.22,10
679,0.55,0.42,0.34,0.30,0.50,0.00,0.52,0.22,7
693,0.34,0.42,0.30,0.23,0.50,0.00,0.53,0.22,7
1432,0.44,0.53,0.52,0.23,0.50,0.83,0.51,0.22,2
554,0.59,0.58,0.56,0.21,0.50,0.00,0.54,0.33,5
162,0.39,0.28,0.46,0.12,0.50,0.00,0.41,0.22,5
747,0.56,0.43,0.54,0.16,0.50,0.00,0.50,0.22,5
1163,0.36,0.68,0.38,0.08,0.50,0.00,0.53,0.25,4
669,0.27,0.36,0.60,0.33,0.50,0.00,0.37,0.31,5
812,0.35,0.40,0.59,0.22,0.50,0.00,0.47,0.37,5
1154,0.42,0.32,0.50,0.21,0.50,0.00,0.51,0.22,5
789,0.23,0.20,0.53,0.20,0.50,0.00,0.44,0.22,5
266,0.55,0.54,0.56,0.22,0.50,0.00,0.50,0.37,5
379,0.36,0.24,0.49,0.16,0.50,0.00,0.51,0.22,5
1345,0.38,0.48,0.59,0.22,0.50,0.00,0.46,0.22,3
811,0.80,0.46,0.50,0.15,0.50,0.00,0.53,0.22,3
354,0.60,0.56,0.47,0.20,0.50,0.00,0.50,0.38,5
404,0.41,0.24,0.54,0.26,0.50,0.00,0.41,0.22,5
262,0.47,0.65,0.54,0.62,0.50,0.00,0.53,0.36,10
1077,0.43,0.39,0.54,0.14,0.50,0.00,0.47,0.22,5
1418,0.50,0.51,0.52,0.09,0.50,0.00,0.48,0.25,5
394,0.53,0.61,0.52,0.21,0.50,0.00,0.55,0.30,5
936,0.54,0.42,0.41,0.16,0.50,0.00,0.52,0.22,8
54,0.46,0.35,0.53,0.16,0.50,0.00,0.51,0.29,3
295,0.46,0.43,0.49,0.79,0.50,0.00,0.49,0.63,5
989,0.51,0.55,0.35,0.16,0.50,0.00,0.51,0.47,7
449,0.56,0.52,0.55,0.19,0.50,0.00,0.54,0.22,3
1419,0.61,0.30,0.59,0.12,0.50,0.00,0.49,0.27,5
511,0.37,0.53,0.46,0.23,0.50,0.00,0.47,0.22,5
710,0.83,0.58,0.33,0.04,0.50,0.00,0.53,0.22,8
655,0.39,0.45,0.53,0.18,0.50,0.00,0.54,0.22,3
1148,0.52,0.54,0.50,0.21,0.50,0.00,0.48,0.30,3
834,0.35,0.39,0.57,0.11,0.50,0.00,0.48,0.22,5
1407,0.36,0.49,0.30,0.22,0.50,0.00,0.52,0.31,7
180,0.78,0.70,0.32,0.23,0.50,0.00,0.53,0.22,6
530,0.55,0.46,0.53,0.11,0.50,0.00,0.52,0.48,3
561,0.45,0.56,0.54,0.32,0.50,0.00,0.57,0.22,3
402,0.45,0.56,0.53,0.32,0.50,0.00,0.57,0.22,3
1400,0.29,0.43,0.40,0.15,0.50,0.00,0.53,0.22,7
277,0.52,0.75,0.37,0.14,0.50,0.00,0.46,0.22,7
50,0.71,0.56,0.39,0.27,0.50,0.00,0.52,0.22,8
722,0.58,0.60,0.43,0.12,0.50,0.00,0.55,0.22,7
491,0.54,0.65,0.49,0.34,0.50,0.00,0.52,0.22,3
112,0.57,0.59,0.44,0.16,0.50,0.00,0.52,0.22,8
5,0.59,0.58,0.46,0.19,0.50,0.00,0.56,0.27,3
1046,0.92,0.61,0.40,0.22,0.50,0.00,0.54,0.22,8
466,0.55,0.56,0.45,0.14,0.50,0.00,0.54,0.22,3
212,0.63,0.61,0.41,0.22,0.50,0.00,0.51,0.22,7
348,0.58,0.53,0.38,0.18,0.50,0.00,0.52,0.22,7
869,0.36,0.46,0.43,0.19,0.50,0.00,0.48,0.22,7
453,0.32,0.47,0.55,0.12,0.50,0.00,0.52,0.22,3
880,0.34,0.38,0.45,0.19,0.50,0.00,0.51,0.22,8
65,0.62,0.58,0.46,0.13,0.50,0.00,0.53,0.22,3
1017,0.53,0.68,0.42,0.19,0.50,0.00,0.53,0.22,7
771,0.73,0.55,0.41,0.16,0.50,0.00,0.46,0.22,8
1314,0.55,0.46,0.46,0.31,0.50,0.00,0.58,0.48,5
798,0.35,0.60,0.47,0.13,0.50,0.00,0.52,0.43,5
584,0.77,0.80,0.51,0.40,1.00,0.00,0.54,0.22,9
435,0.77,0.87,0.47,0.37,0.50,0.00,0.48,0.22,1
106,0.35,0.46,0.49,0.15,1.00,0.00,0.55,0.35,3
1296,0.43,0.51,0.48,0.14,0.50,0.00,0.50,0.22,3
132,0.57,0.61,0.45,0.26,0.50,0.00,0.50,0.22,3
355,0.63,0.62,0.42,0.12,0.50,0.00,0.52,0.25,3
958,0.25,0.40,0.51,0.18,0.50,0.00,0.50,0.27,3
1096,0.56,0.62,0.53,0.24,0.50,0.00,0.57,0.22,3
678,0.58,0.60,0.51,0.24,0.50,0.00,0.53,0.22,3
109,0.71,0.59,0.53,0.15,0.50,0.00,0.49,0.33,3
264,0.46,0.35,0.33,0.17,0.50,0.00,0.55,0.22,7
317,0.54,0.55,0.42,0.22,0.50,0.00,0.48,0.22,7
1226,0.39,0.44,0.28,0.12,0.50,0.00,0.46,0.27,7
808,0.33,0.44,0.49,0.08,0.50,0.00,0.48,0.49,5
1305,0.81,0.82,0.41,0.36,0.50,0.00,0.39,0.22,1
74,0.69,0.60,0.51,0.13,0.50,0.83,0.52,0.22,2
717,0.46,0.48,0.44,0.21,0.50,0.00,0.55,0.22,2
982,0.35,0.36,0.57,0.17,0.50,0.00,0.52,0.22,3
923,0.74,0.72,0.47,0.25,0.50,0.00,0.57,0.22,6
244,0.54,0.57,0.52,0.19,0.50,0.00,0.59,0.67,5
830,0.42,0.52,0.40,0.17,0.50,0.00,0.50,0.26,7
1230,0.91,0.77,0.34,0.47,0.50,0.00,0.52,0.31,6
22,0.81,0.90,0.39,0.41,0.50,0.00,0.53,0.22,8
617,0.45,0.40,0.56,0.14,0.50,0.00,0.54,0.22,3
662,0.47,0.47,0.58,0.16,0.50,0.00,0.49,0.28,3
1307,0.41,0.39,0.51,0.52,0.50,0.00,0.49,0.22,3
141,0.37,0.34,0.32,0.22,0.50,0.00,0.56,0.22,7
88,0.69,0.60,0.50,0.31,0.50,0.00,0.55,0.22,3
16,0.35,0.56,0.36,0.30,0.50,0.00,0.53,0.25,7
581,0.84,0.66,0.36,0.78,0.50,0.00,0.49,0.50,6
51,0.51,0.58,0.54,0.29,0.50,0.00,0.53,0.22,3
1215,0.37,0.43,0.62,0.27,0.50,0.00,0.48,0.22,5
147,0.55,0.66,0.57,0.32,0.50,0.00,0.57,0.34,3
420,0.48,0.35,0.42,0.21,0.50,0.00,0.57,0.22,3
604,0.62,0.58,0.52,0.15,0.50,0.00,0.52,0.29,3
146,0.56,0.59,0.53,0.16,0.50,0.00,0.24,0.42,5
1068,0.44,0.51,0.37,0.15,0.50,0.00,0.51,0.22,7
714,0.44,0.44,0.49,0.15,0.50,0.00,0.46,0.27,5
48,0.50,0.50,0.48,0.17,0.50,0.00,0.47,0.26,3
1155,0.60,0.60,0.49,0.30,0.50,0.00,0.53,0.22,5
376,0.49,0.46,0.34,0.21,0.50,0.00,0.55,0.22,7
910,0.35,0.68,0.57,0.40,0.50,0.00,0.53,0.36,5
1184,0.70,0.69,0.43,0.33,0.50,0.00,0.58,0.22,6
210,0.23,0.30,0.58,0.22,0.50,0.00,0.48,0.27,5
1238,0.45,0.42,0.52,0.20,0.50,0.00,0.50,0.25,3
439,0.51,0.35,0.46,0.15,0.50,0.00,0.51,0.42,3
1018,0.42,0.39,0.47,0.13,0.50,0.00,0.50,0.27,3
268,0.32,0.38,0.52,0.20,0.50,0.00,0.52,0.28,3
1439,0.59,0.65,0.52,0.30,0.50,0.00,0.46,0.31,3
894,0.41,0.52,0.41,0.11,0.50,0.00,0.54,0.35,3
755,0.37,0.33,0.50,0.12,0.50,0.00,0.51,0.54,3
487,0.45,0.56,0.49,0.17,0.50,0.00,0.52,0.22,3
1293,0.56,0.54,0.59,0.14,0.50,0.00,0.52,0.27,5
1279,0.31,0.31,0.54,0.18,0.50,0.00,0.52,0.29,5
347,0.27,0.51,0.47,0.35,0.50,0.00,0.49,0.28,5
1127,0.54,0.56,0.57,0.18,0.50,0.00,0.45,0.25,5
389,0.17,0.38,0.45,0.09,0.50,0.00,0.54,0.27,5
229,0.43,0.51,0.54,0.15,0.50,0.00,0.45,0.26,5
1027,0.60,0.40,0.59,0.18,0.50,0.00,0.48,0.22,3
80,0.91,0.69,0.57,0.45,0.50,0.00,0.56,0.22,8
489,0.38,0.47,0.53,0.12,0.50,0.00,0.48,0.22,3
575,0.59,0.43,0.52,0.19,0.50,0.00,0.55,0.27,3
14,0.64,0.53,0.45,0.13,0.50,0.00,0.53,0.22,3
588,0.49,0.31,0.34,0.13,0.50,0.00,0.52,0.22,7
1390,0.52,0.51,0.51,0.12,0.50,0.00,0.51,0.40,3
749,0.49,0.43,0.48,0.15,0.50,0.00,0.55,0.25,3
312,0.49,0.47,0.52,0.16,0.50,0.00,0.53,0.28,3
664,0.48,0.39,0.49,0.18,0.50,0.00,0.51,0.22,3
1363,0.44,0.34,0.55,0.18,0.50,0.00,0.52,0.22,3
794,0.43,0.54,0.58,0.16,0.50,0.00,0.50,0.36,5
671,0.49,0.42,0.54,0.17,0.50,0.00,0.50,0.36,3
732,0.34,0.66,0.51,0.16,0.50,0.00,0.47,0.33,5
107,0.20,0.34,0.33,0.10,0.50,0.00,0.48,0.31,7
1101,0.74,0.53,0.50,0.08,0.50,0.00,0.55,0.31,3
1347,0.69,0.48,0.38,0.15,0.50,0.00,0.55,0.22,8
1185,0.30,0.50,0.47,0.11,0.50,0.00,0.46,0.22,3
1211,0.44,0.51,0.48,0.38,0.50,0.00,0.52,0.22,3
460,0.31,0.45,0.50,0.17,0.50,0.00,0.49,0.22,3
893,0.55,0.41,0.56,0.21,0.50,0.00,0.52,0.22,3
349,0.40,0.34,0.52,0.17,0.50,0.00,0.47,0.51,5
526,0.40,0.48,0.50,0.17,0.50,0.00,0.54,0.50,3
