13,1,2,16,101,3,3,0,2,6,0,3,985,1
14,2,2,18,103,2,2,0,2,6,1,2,1060,1
13,1,2,17,108,2,3,0,2,8,1,3,1260,1
13,1,2,12,92,2,3,0,2,7,1,2,1150,1
13,1,2,17,94,2,2,0,2,5,1,3,1265,1
13,1,2,14,111,3,3,0,1,7,1,3,1190,1
13,1,2,17,115,3,2,0,1,6,1,2,1375,1
13,1,2,16,118,2,2,0,1,5,0,3,1060,1
13,1,2,20,116,2,2,0,2,6,0,3,1120,1
14,1,2,16,118,3,3,0,2,6,0,3,970,1
13,1,2,16,102,3,3,0,1,6,1,2,1270,1
13,1,2,16,108,3,3,0,2,6,0,2,1285,1
12,0,1,10,88,1,0,0,0,1,1,1,520,2
12,1,2,16,101,2,1,0,0,3,1,1,680,2
12,1,2,16,100,2,1,0,0,5,0,1,450,2
13,1,1,18,94,2,1,0,0,3,1,2,630,2
12,1,2,19,87,3,3,0,1,4,1,2,420,2
12,1,2,19,104,1,1,0,1,2,1,2,355,2
12,1,2,18,98,2,2,0,2,4,1,2,678,2
13,1,1,15,78,2,3,0,2,5,1,3,502,2
12,1,1,19,78,2,2,0,1,4,1,3,510,2
13,0,2,17,110,2,1,0,0,3,1,1,750,2
12,1,1,16,151,1,1,0,2,2,1,3,718,2
12,1,2,20,103,1,1,0,1,3,0,1,870,2
13,1,2,25,86,2,2,0,1,3,1,3,410,2
13,1,2,24,87,1,1,0,1,3,0,2,472,2
12,1,2,30,139,3,2,0,1,3,1,3,985,2
11,1,2,21,101,3,2,0,1,3,0,3,886,2
11,1,1,16,97,1,1,0,1,3,1,2,428,2
13,0,1,16,86,1,2,0,1,4,1,2,392,2
11,2,2,18,112,1,1,0,0,2,0,2,500,2
12,0,1,14,136,1,1,0,2,3,1,2,750,2
12,3,2,23,101,2,2,0,1,2,1,3,463,2
12,0,2,19,86,2,2,0,1,2,1,3,278,2
12,1,2,18,86,2,2,0,1,3,1,3,714,2
12,1,2,24,78,2,1,0,1,2,1,2,630,2
13,3,2,22,85,1,1,0,1,4,0,2,515,2
11,0,2,18,94,2,2,0,2,3,0,3,520,2
12,0,2,18,99,2,1,0,1,2,1,3,450,2
12,1,2,22,90,1,1,0,1,2,1,2,495,2
11,1,2,26,88,1,1,0,1,2,1,3,562,2
11,2,2,21,84,1,1,0,1,2,1,2,680,2
12,1,2,23,70,2,1,0,1,1,1,3,625,2
12,1,2,18,81,1,1,0,1,2,1,2,480,2
12,1,2,22,86,1,1,0,1,3,1,2,450,2
12,1,2,20,80,1,1,0,1,3,0,2,495,2
12,2,2,18,88,2,2,0,1,2,1,3,290,2
11,1,2,18,98,3,2,0,1,3,1,2,345,2
12,1,2,19,162,2,2,0,3,2,1,2,937,2
11,2,2,21,134,1,0,0,1,2,0,2,625,2
12,1,1,16,85,2,2,0,1,2,1,2,428,2
12,1,2,18,88,3,3,0,1,4,1,2,660,2
12,3,2,18,88,2,2,0,2,2,1,2,406,2
12,2,1,17,97,2,2,0,1,3,1,2,710,2
12,1,1,18,88,1,1,0,1,2,1,2,562,2
12,2,2,21,98,2,2,0,1,2,0,3,438,2
11,1,1,19,86,2,1,0,1,2,0,2,415,2
12,1,1,20,85,2,1,0,1,2,1,3,672,2
12,2,2,22,90,1,1,0,1,2,0,3,315,2
12,1,2,19,80,1,2,0,1,3,1,3,510,2
12,1,2,22,84,1,1,0,1,3,0,2,488,2
12,1,1,19,92,2,2,0,2,2,0,3,312,2
11,1,2,20,94,2,2,0,2,2,0,3,680,2
11,3,1,19,107,3,2,0,3,2,0,2,562,2
12,2,2,21,88,2,2,0,1,2,0,2,325,2
11,2,2,20,103,1,2,0,1,3,1,2,607,2
11,0,2,21,88,2,2,0,1,3,1,2,434,2
12,1,2,22,84,2,2,0,1,2,0,3,385,2
11,1,2,21,85,2,2,0,2,1,1,2,407,2
11,1,1,20,86,1,1,0,1,1,0,3,495,2
12,1,2,22,108,2,2,0,1,2,1,2,345,2
12,3,1,16,80,1,1,0,0,3,0,2,372,2
12,3,2,19,87,2,1,0,1,1,0,3,564,2
11,2,2,20,96,2,2,0,1,3,0,3,625,2
11,2,3,28,119,3,5,0,1,6,0,3,465,2
12,4,2,26,102,2,2,0,1,2,0,3,365,2
13,5,2,21,86,2,2,0,2,2,0,3,380,2
11,4,2,21,82,2,3,0,2,2,0,3,380,2
12,2,2,21,85,2,2,0,1,2,0,3,378,2
12,1,2,21,86,2,3,0,1,3,0,2,352,2
11,2,2,28,92,2,2,0,1,3,0,2,466,2
12,1,2,24,88,2,2,0,1,2,0,2,342,2
12,4,2,22,80,2,1,0,1,2,0,2,580,2
12,1,2,18,122,1,1,0,0,4,0,1,630,3
12,2,2,20,104,1,1,0,0,5,0,1,530,3
12,2,2,24,98,1,1,0,0,5,0,1,560,3
12,3,2,21,106,1,1,0,0,5,0,1,600,3
12,1,2,17,85,2,0,0,1,5,0,1,650,3
12,2,2,18,94,1,0,0,0,7,0,1,695,3
12,4,2,21,89,1,0,0,0,3,0,1,720,3
12,5,2,25,96,1,0,0,1,5,0,1,515,3
13,3,2,19,88,1,0,0,0,5,0,1,580,3
12,2,2,24,101,2,0,0,0,4,0,2,590,3
12,2,2,21,96,1,0,0,0,4,0,2,600,3
13,2,2,20,89,1,0,0,0,5,0,2,780,3
13,3,2,23,97,1,0,0,0,4,0,2,520,3
13,4,2,20,92,2,0,0,1,4,0,2,550,3
12,3,2,18,112,1,0,0,1,8,0,2,855,3
13,3,2,21,102,1,0,0,1,4,0,1,830,3
13,5,2,20,80,0,0,0,0,4,0,1,415,3
12,4,2,21,86,1,0,0,0,7,0,1,625,3
13,3,2,21,92,1,0,0,1,8,0,1,650,3
13,3,2,21,113,1,1,0,1,9,0,1,550,3
13,3,2,24,123,1,1,0,1,8,0,1,500,3
12,2,2,22,112,1,1,0,1,10,0,1,480,3
13,1,2,25,116,2,1,0,1,7,0,1,425,3
13,3,2,18,98,1,0,0,1,10,0,1,675,3
12,1,2,20,103,1,0,0,1,7,0,1,640,3
13,5,2,22,93,1,0,0,1,7,0,1,725,3
13,4,2,19,89,1,0,0,1,9,0,1,480,3
12,3,2,27,97,1,0,0,1,7,0,1,880,3
14,1,2,25,98,2,1,0,2,13,0,1,660,3
13,1,2,22,89,2,1,0,2,11,0,1,620,3
12,3,2,21,88,2,0,0,1,7,0,1,520,3
13,3,2,20,107,1,0,0,0,5,0,1,680,3
12,3,2,22,106,1,0,0,0,5,0,2,570,3
12,3,2,18,106,1,0,0,0,5,0,1,675,3
13,2,2,22,90,1,0,0,1,9,0,1,615,3
13,4,2,22,88,1,0,0,1,6,0,1,520,3
13,3,2,23,111,1,0,0,1,10,0,1,695,3
12,3,2,19,88,1,0,0,0,10,0,1,685,3
13,2,2,24,105,1,0,0,1,8,0,1,750,3
13,4,2,25,112,1,0,0,1,8,0,1,630,3
12,3,2,19,96,1,0,0,0,5,0,1,510,3
12,2,2,19,86,1,0,0,0,9,0,1,470,3
14,2,2,20,91,1,0,0,1,9,0,1,660,3
13,5,2,20,95,1,0,0,1,7,0,1,740,3
13,3,2,23,102,1,0,0,1,7,0,1,750,3
13,4,2,20,120,1,0,0,1,10,0,1,835,3
13,2,2,20,120,1,0,0,1,9,0,1,840,3
14,4,2,24,96,2,0,0,1,9,0,1,560,3
